"number","base_treaty","name","entry_type","consolidated","year","entryforceyear","language","typememb","regioncon","wto_listed","wto_name","mar_typedepth","mar_transition_a","mar_transition_b","mar_transition_c","mar_transition_d","mar_transition_e","mar_transition_f","mar_transition_g","mar_transition_h","mar_transition_i","mar_transition_j","mar_transition_k","mar_transition_l","mar_goods_nt","mar_goods_mfn","ser_general","ser_specific","ser_gatsref","ser_list_positive","ser_list_negative","ser_list_mixed","ser_mfn","ser_nt","ser_nt_limited","ser_nonestablishment","ser_review","ser_review_specific_sector","ser_review_outdated","ser_review_body_specific","ser_single_provisions_professional_business","ser_group_provisions_professional_business","ser_sector_professional_business_excluded","ser_single_provisions_communication","ser_group_provisions_communication","ser_sector_communication_excluded","ser_single_provisions_construction","ser_group_provisions_construction","ser_sector_construction_excluded","ser_single_provisions_distribution","ser_group_provisions_distribution","ser_sector_distribution_excluded","ser_single_provisions_education","ser_group_provisions_education","ser_sector_education_excluded","ser_single_provisions_energy","ser_group_provisions_energy","ser_sector_energy_excluded","ser_single_provisions_environmental","ser_group_provisions_environmental","ser_sector_environmental_excluded","ser_single_provisions_financial","ser_group_provisions_financial","ser_sector_financial_excluded","ser_single_provisions_health_social","ser_group_provisions_health_social","ser_sector_health_social_excluded","ser_single_provisions_tourism","ser_group_provisions_tourism","ser_sector_tourism_excluded","ser_single_provisions_transport","ser_group_provisions_transport","ser_sector_transport_air_excluded_domestic","ser_sector_transport_land_excluded_domestic","ser_sector_transport_maritime_excluded_domestic","ser_sector_transport_air_excluded_international","ser_sector_transport_land_excluded_international","ser_sector_transport_maritime_excluded_international","gvc_reference_general","gvc_reference_specific","gvc_cooperation_general","gvc_cooperation_specific","inv_reference_general","inv_chapter","inv_reference_service","inv_definition_enterprise","inv_definition_asset","inv_definition_business_operations","inv_strategic_partnership_contract","inv_strategic_partnership_manufacturing_services","inv_strategic_partnership_farming_marketing_agricultural","inv_strategic_partnership_licensing","inv_strategic_partnership_franchising","inv_strategic_partnership_management_contracts","inv_strategic_partnership_concessions","inv_strategic_partnership_strategic_alliances_contractual_joint_ventures","inv_strategic_partnership_dummy","inv_denial_benefits","inv_denial_benefits_business_operations","inv_list_positive","inv_list_negative","inv_list_mixed","inv_schedule_market_access","inv_pre_est_oper","inv_est_oper","inv_post_est_oper","inv_acquisition_merger","inv_mfn","inv_nt","inv_stand_treat_minimum","inv_stand_treat_fet","inv_stand_treat_fet_defined","inv_stand_treat_fps","inv_stand_treat_fps_defined","inv_reference_trims","inv_performance_limitation","inv_performance_trimsplus","inv_performance_trimsextra","inv_transf_pay","inv_free_transfers_restrictions","inv_direct_expropriation","inv_indirect_expropriation","inv_indirect_expropriation_defined","inv_compensation_expropriation","inv_compensation_strife","inv_transparency","inv_rule_inconsistency_service","inv_consistency","inv_reference_bit","inv_bits_inconsistency","inv_bits_terminate","inv_dtts","inv_coordination_general_body","inv_coordination_specific_body","inv_regulatory_coordination","inv_responsible_business_conduct","inv_ctry_dsm","inv_ctry_ctry_dsm","temp_ser_movement","temp_ser_movement_gatsplus","temp_ser_movement_gatsextra","temp_visa_cooperation_transparency","temp_visa_mechanism","temp_visa_freedom","temp_inv_mov_bus_per","temp_inv_boardmembers_requirements_limited","temp_inv_boardmembers_requirements_prohibited","ipr_gen_stat","ipr_rome","ipr_paris","ipr_bern","ipr_copy_right","ipr_phono","ipr_specific_prov","ipr_pharma","ipr_geo_indic","ipr_trips_1994_dummy","ipr_scope_substantial_dummy","ipr_specific_enforcement_dummy","ipr_mfn","ipr_nt","ipr_as_investment","ipr_investment_mfn","ipr_investment_nt","ipr_investment_strategic_partnership_contract","ipr_investment_strategic_partnership_manufacturing_services","ipr_investment_strategic_partnership_farming_marketing_agricultural","ipr_investment_strategic_partnership_licensing","ipr_investment_strategic_partnership_franchising","ipr_investment_strategic_partnership_management_contracts","ipr_investment_strategic_partnership_concessions","ipr_investment_strategic_partnership_strategic_alliances_contractual_joint_ventures","ipr_investment_strategic_partnership_dummy","proc_prov","proc_national","proc_transparency","proc_entities","proc_coverage","proc_wto","comp_chap","comp_not_distort","comp_info","comp_general_body","comp_specific_body","comp_coor_autho_non_binding","comp_coor_autho_binding","comp_com_autho","comp_monopoly_cartels","comp_merger_acquisitions","comp_soe","comp_state_aid","comp_subsidies","comp_na","tbt_prov","tbt_wto","tbt_coop","tbt_distort","tbt_dispute","tbt_intstand","tbt_harmon","sps_prov","sps_wto","sps_coop","sps_harmon","regulation_transparency_article","regulation_transparency_chapter","regulation_cooperation_article","regulation_cooperation_chapter","regulation_coherence_article","regulation_coherence_chapter","regulation_online_publication","regulation_national_coordination_point","regulation_information_exchange","regulation_cooperation_private_standards","regulation_new_comment_public","regulation_new_comment_public_foreign","regulation_new_consultation_public","regulation_new_consultation_foreign_parties","regulation_new_consultation_private_sector","regulation_new_consultation_mixed","tr_ad_prov","tr_ad_wto","tr_ad_allowed","tr_ad_outruled","tr_admas","tr_addeminimis","tr_adsunset","tr_adlesserduty","tr_adpublic","tr_adlegal","tr_adlegalwto","tr_adallowedspec","tr_sub_prov","tr_sub_gen_ref","tr_sub_wto","tr_sub_policy","tr_sub_allowed","tr_sub_outruled","tr_countervail","tr_safe_prov","tr_safe_wto","tr_safe_outruled","tr_safe_globexcl","tr_safe_trans","tr_safe_ceiling","tr_safe_dur","tr_struct_adjust","tr_bop","ecommerce_provisions","ecommerce_chapter","ecommerce_nt","ecommerce_mfn","ecommerce_technology_neutrality","ecommerce_inconsistency_rules","ecommerce_service_investment_provisions","ecommerce_services_ma_nt_computer_and_related_services","ecommerce_services_ma_nt_telecommunications","ecommerce_services_ma_nt_financial_services","ecommerce_barriers","ecommerce_wto","ecommerce_duty","ecommerce_dispute_settlement_yes","ecommerce_dispute_settlement_no","data_flow_free_movement","data_flow_barrier","data_flow_impose_localisation_requirements","data_flow_limit_prohibit_localisation_requirements","capital_movement_beyond_investment_services","capital_movement_imf_obligations","capital_movement_oecd_codes_liberalisation","capital_movement_restricted_regulation","capital_movement_freedom_inward","capital_movement_freedom_outward","capital_movement_freedom_mixed","capital_movement_coverage_payments","capital_movement_coverage_payments_transfers","capital_movement_exceptions_balance_of_payments","capital_movement_exception_prudential_carveout","capital_movement_exception_imf_restriction","exchange_rates_reference_general","exchange_rates_reference_restriction","nti_corruption","nti_corruption_chapter","nti_labour","nti_labour_chapter","nti_env","nti_env_chapter","ds_prov","ds_del_con","ds_del_med","ds_del_arb","ds_del_sb","ds_del_ext","ds_forum","ds_forum_complain","ds_forum_parties","ds_forum_restrict","ds_binding_prov","ds_binding_exp_yes","ds_binding_exp_no","ds_sanc_prov","ds_sanc_dp","ds_sanc_compl","ds_sanc_tp","ds_sanc_seq","ds_sanc_sect","ds_sanc_cross","ds_sanc_money","ds_exempt","ds_exempt_pos","ds_pos_count","ds_exempt_neg","ds_neg_count","ds_priv_standing","ds_chain","ds_time_frames","ds_interim","ds_chairman_cons","ds_chairman_joint","ds_chairman_lot","ds_chairman_third","ds_separate_ops","ds_mas_count_pre","ds_mas_count_post","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","mc1","mc2","mc3","mc4","mc5","mc6","mc7","mc8","mc9","mc10","mc11","mc12","mc13","mc14","mc15","mc16","mc17","mc18","mc19","mc20","mc21","mc22","mc23","mc24","mc25","mc26","mc27","mc28","mc29","mc30","mc31","mc32","mc33","mc34","mc35","mc36","mc37","mc38","mc39","mc40","mc41","mc42","mc43","mc44","mc45","mc46","mc47","mc48","mc49","mc50","mc51","mc52","mc53","mc54","mc55","mc56","mc57","mc58","mc59","mc60","mc61","mc62","mc63","mc64","mc65","mc66","mc67","mc68","mc69","mc70","mc71","mc72","mc73","mc74","mc75","mc76","mc77","mc78","mc79","mc80","mc81","mc82","mc83","mc84","mc85","mc86","mc87","mc88","mc89","mc90","mc91"
"169",169,"Canada US","base_treaty",0,1988,1989,"English",1,"Americas",1,"Canada US Free Trade Agreement (CUSFTA)",2,10,10,,,,,,,,,,,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,3,1,1,1,0,0,0,1,0,1,2,0,124,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"170",170,"Canada US Automotive Products Trade Agreement (APTA)","base_treaty",0,1965,1966,"English",1,"Americas",0,,1,0,0,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,0,,,,,0,0,,,,0,,,,,,,,0,0,0,,,,,,0,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,124,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"171",171,"Caribbean Community (CARICOM)","base_treaty",0,1973,1973,"English",2,"Americas",1,"Caribbean Community and Common Market (CARICOM)",3,8,8,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,28,52,84,212,308,328,388,500,659,662,670,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"176",171,"Caribbean Community (CARICOM) Services","protocol or amendment",-1,1997,1997,"English",2,"Americas",1,"Caribbean Community and Common Market (CARICOM)",4,0,0,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,28,52,44,84,212,308,328,388,500,659,662,670,780,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"176a",171,"Caribbean Community (CARICOM) (consolidated)","consolidated",1,1997,1997,"English",2,"Americas",1,"Caribbean Community and Common Market (CARICOM)",2,,,,,,,,,,,,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,,,,,,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,28,52,44,84,212,308,328,388,500,659,662,670,780,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"172",172,"Caribbean Community (CARICOM) Colombia","base_treaty",0,1994,1995,"English",3,"Americas",0,,1,4,4,,,,,,,,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,28,52,44,84,212,308,328,388,500,659,662,670,780,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"173",173,"Caribbean Community (CARICOM) Costa Rica","base_treaty",0,2004,2005,"English",3,"Americas",0,,1,3,3,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,,,1,0,0,0,1,0,0,0,0,28,52,44,84,212,308,328,388,500,659,662,670,780,740,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"174",174,"Caribbean Community (CARICOM) Cuba","base_treaty",0,2000,2001,"English",3,"Americas",0,,1,5,5,,,,,,,,,,,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,52,44,84,212,308,328,388,500,659,662,670,780,740,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"175",175,"Caribbean Community (CARICOM) Dominican Republic","base_treaty",0,1998,2001,"English",3,"Americas",0,,1,,,,,,,,,,,,,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,28,52,44,84,212,308,328,388,500,659,662,670,780,740,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"177",177,"Caribbean Community (CARICOM) revised","base_treaty",0,2001,2006,"English",2,"Americas",0,,3,0,0,,,,,,,,,,,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,6,0,28,52,44,84,212,308,328,388,500,659,662,670,780,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"178",178,"Caribbean Community (CARICOM) Venezuela","base_treaty",0,1992,1993,"English",3,"Americas",0,,1,0,4,,,,,,,,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,28,52,44,84,212,308,328,388,500,659,662,670,780,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
